court_number_link,court_number,style_of_cause,nature_of_proceeding,re_link
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2155-02,T-2155-02,BEIERSDORF AG ET AL v. ALAIN LAVERDIÈRE ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2155-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2147-02,T-2147-02,LEXINGTON HOMES & CONSTRUCTION LTD. v. J.H. ENTERPRISES (1969) LIMITED,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2147-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2137-02,T-2137-02,ORIGINS NATURAL RESOURCES INC. v. BELCAM INC. (NO. 1) ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2137-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2112-02,T-2112-02,H LUNDBECK A/S ET AL v. MINISTER OF HEALTH ET AL,S. 18.1 Patented Medicines (Notice of Compliance) Regulations,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2112-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2116-02,T-2116-02,GLENN HARVEY KERR ET AL v. JEAN-MARC PELLERIN ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2116-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2103-02,T-2103-02,"ANHEUSER-BUSCH, INCORPORATED v. MOLSON CANADA",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2103-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2108-02,T-2108-02,INTERNATIONAL TAEKWON-DO FEDERATION ET AL v. JUNG HWA CHOI ET AL,Trade Mark - Correction of Register,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2108-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2105-02,T-2105-02,GLAXOSMITHKLINE INC. ET AL. v. THE MINISTER OF HEALTH ET AL.,S. 18.1 Patented Medicines (Notice of Compliance) Regulations,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2105-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2101-02,T-2101-02,TRADER PUBLICATIONS CORP. v. SCOTT MCDONALD ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2101-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2100-02,T-2100-02,"TRADER PUBLICATIONS CORP v. DON JAKUL, BUSINESSTRADER.CA",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2100-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2097-02,T-2097-02,BAYER AKTIENGESELLSCHAFT ET AL v. PFIZER RESEARCH AND DEVELOPMENT ET AL,Patent Conflict,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2097-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2082-02,T-2082-02,PFIZER RESEARCH AND DEVELOPMENT CO. N.V./S.A. ET AL v. LILLY ICOS LLC ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2082-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2081-02,T-2081-02,PFIZER RESEARCH AND DEVELOPMENT CO. N.V./S.A. ET AL v. BAYER INC. ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2081-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2088-02,T-2088-02,NELVANA INTERNATIONAL LIMITED ET AL v. HUDSON'S BAY COMPANY,Industrial Design Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2088-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2086-02,T-2086-02,CONSOLIDATED SHOE CO INC v. BAKER & MCKENZIE AND REGISTRAR OF TRADE MARKS,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2086-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2084-02,T-2084-02,MUNICIPAL PROPERTY ASSESSMENT CORP. v. ONT. PUBLIC SERVICE EMPLOYEES UNION,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2084-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2078-02,T-2078-02,VIDIR MACHINE INC. ET AL v. E-Z CUT INC.,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2078-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2074-02,T-2074-02,VIDEO BOX ENTERPRISES INC. ET AL v. XIANG RUI LIN ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2074-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2068-02,T-2068-02,LEVI STRAUSS & CO. ET AL v. 3724514 CANADA INC. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2068-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2069-02,T-2069-02,LEVI STRAUSS & CO. ET AL v. 892613 ONTARIO LTD. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2069-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2044-02,T-2044-02,PELLA CORPORATION v. RALBAIE CANADA INC. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2044-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2034-02,T-2034-02,INFONET SERVICES CORPORATION v. MATROX ELECRONIC SYSTEMS LTD. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2034-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2031-02,T-2031-02,ELYSIUM WEALTH MANAGEMENT INC. v. BURGEONVEST SECURITIES LIMITED ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2031-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2012-02,T-2012-02,SOCAN v. FARSIDE INN LTD. AND PHILLIP HOWARD CLELAND,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2012-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2011-02,T-2011-02,SOCAN v. KARLO HOSPITALITY INC. ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2011-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2010-02,T-2010-02,SOCAN v. 378530 B.C. Ltd. ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2010-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2014-02,T-2014-02,ALTEX OILFIELD EQUIPMENT LTD. v. BORDER TANK RENTALS LTD. ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2014-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1986-02,T-1986-02,"GUESS?, INC. ET AL v. JOHN DOE AND JANE DOE ET AL",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1986-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1849-02,T-1849-02,"QSC AUDIO PRODUCTS INC. v REGISTRAR OF TRADE-MARKS,and others",Trade Mark Opposition,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1849-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1981-02,T-1981-02,SOCAN v. PUB MED LTD. & GUS VIRAS,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1981-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1973-02,T-1973-02,JEAN-MARC GAUTHIER c. VAUGHN CUSTOM SPORTS CANADA LTD.,Patent Impeachment,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1973-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1965-02,T-1965-02,THERAGENICS CORPORATION v. DRAXIS HEALTH INC. ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1965-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1964-02,T-1964-02,BAYER AKTIENGESELLSCHAFT ET AL v. PFIZER RESEARCH AND DEVELOPMENT,Patent Conflict,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1964-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1886-02,T-1886-02,OTTAWA CITIZEN GROUP INC. v. DANIEL MCLEAN AND ECOMMERCENETWORKS.COM INC.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1886-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1952-02,T-1952-02,NEW TRADITIONS MUSIC v. ZEKE'S DISTRIBUTION CORP ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1952-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1945-02,T-1945-02,GLOBAL RESTAURANT OPERATIONS ET AL v. BOSTON PIZZA ROYALTIES LIMITED,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1945-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1940-02,T-1940-02,MDS INC. ET AL v. MICROMASS UK LIMITED ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1940-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1939-02,T-1939-02,AIR CANADA AND ZIP AIR INC. v. FAR AND AWAY ADVENTURES AND OTHERS,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1939-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1927-02,T-1927-02,CONTOUR OPTIK INC. ET AL v. VIVA CANADA INC. ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1927-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1921-02,T-1921-02,NELVANA INTERNATIONAL LIMITED ET AL v. SAM KOTZER LIMITED,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1921-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1918-02,T-1918-02,ADOBE SYSTEMS INCORPORATED ET AL v. THE FULLFILLMENT SOLUTIONS ADVANTAGE INC,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1918-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1919-02,T-1919-02,ALARMFORCE INDUSTRIES INC. v. YVES ST-HILAIRE COB ALARME MEGA ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1919-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=02-T-75,02-T-75,CONSOLIDATED SHOE CO INC v. BAKER & MCKENZIE ET AL,Preliminary - Extension of Time,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=02-T-75&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1920-02,T-1920-02,AL SAFA HALAL LTD. ET AL v. SUPER EIGHT SPECIALTY FOOD INC.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1920-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1913-02,T-1913-02,SUNTORY LIMITED ET AL v. IMPERIAL PACIFIC GREENHOUSES LTD. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1913-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1911-02,T-1911-02,FUNIMATION PRODUCTIONS LTD. v. JANE DOE ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1911-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1912-02,T-1912-02,NIKE CANADA LTD & NIKE INTERNATIONAL LTD. v. JANE DOE ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1912-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1887-02,T-1887-02,LEVI STRAUSS & CO. ET AL v. AMERICAN EAGLE OUTFITTERS CANADA INC. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1887-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1868-02,T-1868-02,L.S. ENTERTAINMENT GROUP INC. v. GOLDEN FORMOSA ENTERTAINMENT LTD.,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1868-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1790-02,T-1790-02,UNITED ENTERTAINMENT INC. ET AL v. VAN THOAN CHAU ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1790-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1860-02,T-1860-02,COW'S INC. v. G & L INVESTMENTS LTD.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1860-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1863-02,T-1863-02,DON KING PRODUCTIONS INC v. LE SKRATCH BAR & GRILL/BILLARDS AND OTHERS,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1863-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1861-02,T-1861-02,WESTBEACH SPORTS INC. v. NOCCONA MANUFACTURING SERVICES INC. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1861-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1847-02,T-1847-02,ABBOTT LABORATORIES ET AL v. THE MINISTER OF HEALTH ET AL,S. 18.1 Patented Medicines (Notice of Compliance) Regulations,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1847-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1487-02,T-1487-02,DAVID ING v. MARK VAN ROON ET AL.,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1487-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1846-02,T-1846-02,DYNAMIC CLOSURES CORPORATION ET AL v. SUPERIOR DOOR & GATE SYSTEMS LTD.,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1846-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1840-02,T-1840-02,"NELVANA INTERNATIONAL LIMITED ET AL v. JANE DOE, JOHN DOE ET AL",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1840-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1817-02,T-1817-02,"PITNEY BOWES INC. ET AL v. NEOPOST, S.A. ET AL",Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1817-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1823-02,T-1823-02,ORGANIKA HEALTH PRODUCTS INC. v. GOLDEN AGE DISTRIBUTORS LTD. ET AL.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1823-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1821-02,T-1821-02,KRAFT CANADA INC. ET AL v. EURO EXCELLENCE INC.,Copyright Infringement [Applications],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1821-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1810-02,T-1810-02,MATRIX FREIGHT SERVICES LTD. v. MATRIX TRANSPORTATION LTD ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1810-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1809-02,T-1809-02,ECLIPSE INTERNATIONAL FASHIONS CANADA INC. v. SIM & MCBURNEY ET AL,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1809-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1807-02,T-1807-02,SOCAN v. 901713 ALBERTA LTD ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1807-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1797-02,T-1797-02,"THE UPPER DECK COMPANY, LLC v. JANE DOE AND JOHN DOE ET AL",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1797-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1789-02,T-1789-02,HUTHWAITE INC. v. PITNEY BOWES OF CANADA LTD.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1789-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1767-02,T-1767-02,IAN B. ZEER ET AL v. BAKER HUGHES CANADA COMPANY,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1767-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1763-02,T-1763-02,SOCAN v. KAMI HOLDINGS LTD. AND TED DENNIS HOLOWAYCHUK,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1763-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1751-02,T-1751-02,SOCAN v. THE OUTBACK GRILL INC. AND JAMES GIBSON,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1751-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1750-02,T-1750-02,SOCAN v. 407530 ALBERTA LTD. AND GARY WAYNE GRANT,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1750-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1746-02,T-1746-02,SASKATACHEWAN TOURISM AUTHORITY v. HUNTER DUCKWORTH HOLDINGS LTD.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1746-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1729-02,T-1729-02,WESTON FOODS INC. ET AL. v. CANADA BREAD CO LTD.,Trade Mark - Passing Off,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1729-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1706-02,T-1706-02,UNIVERSAL FOODS INC. v. HERMES FOOD IMPORTERS LTD. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1706-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1698-02,T-1698-02,UNITED ENTERTAINMENT INC ET AL v. JIN WEN LIU ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1698-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1699-02,T-1699-02,UNITED ENTERTAINMENT INC ET AL v. WENHUA YIN,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1699-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1691-02,T-1691-02,GIANNI VERSACE S.P.A ET AL v. HABIB MAHJOUB,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1691-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1692-02,T-1692-02,LES INVENTIONS ARMAND MORIN INC. ET AL c. RISLEY MANUFACTURING LTD.,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1692-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1363-02,T-1363-02,NIKE CANADA LTD. ET AL v. HABIB MAHJOUB,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1363-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1403-02,T-1403-02,"LOUIS VUITTON MALLETIER, S.A., ET AL v. HABIB MAHJOUB AND PASQUALINO FASHION",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1403-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1690-02,T-1690-02,CANADIAN STANDARDS ASSOCIATION v. LAN-LETTER ART NEON LTD.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1690-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1673-02,T-1673-02,WHITE SPOT LIMITED v. ABDUL ELKADRI ET AL,Trade Mark - Passing Off,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1673-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1639-02,T-1639-02,"WAL-MART STORES, INC. ET AL v. HANGERS FASHION WAREHOUSE INC.",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1639-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1516-02,T-1516-02,RESTAURANTS GIORGIO (AMERIQUE) LTEE c. 9053-1344 QUEBEC INC,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1516-02&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1459-02,T-1459-02,MONSANTO CANADA INC. & MONSANTO COMPANY v. SHELDON CHAMBERLIN ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1459-02&select_court=T
